"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1",0.000398350053002133,0.983765249898965,0.000605903838715081,0.000264893475813216,0.00058445362288095,0.000868208288446892,0.000653213733526798,0.000453766033921265,0.000459261045631409,0.000916484028099973,0.00187124159286254,4.29559020885706e-05,0.000102115187978654,0.000216266425432507,0.000709246281631526,0.000253504966723794,0.000197398318592124,0.00184011316174159,6.29723349074737e-05,1.54543011951884e-05,0.000710742299826097,0.000104816927653072,0.000889373116058673,0.000527465553904709,0.000522281910342498,0.00168853211211866,0.000242912158988394,0.000567935341426052,0.000110069470668187,0.000354818616857672
"2",0.0011208731636371,0.000185219078428343,0.000292316561416036,0.000193311757244953,0.000276202405833079,0.991809290694838,6.42970003011592e-05,0.000474734304458916,0.00116432943004467,0.000166606743529446,3.20329345850929e-05,7.9062828611932e-05,1.54955327803441e-05,0.000285273827447376,0.000151692851734863,0.000147945627019059,0.000571301684158276,0.000325203454575776,0.000149653775387655,2.1316907308746e-05,0.000500055236119762,0.000117167203936998,0.000371710111779725,0.000190184719190435,2.43384650815463e-05,5.65133251607422e-05,0.000419374373616333,0.000168366622272485,0.000541422446947104,8.47069325532536e-05
"3",0.00261981939295363,0.000545223713467282,0.000287088570504986,0.00123281426211752,0.000267708072762011,0.656411493713333,0.000619224625786098,0.00171568200167536,0.0401230676260118,0.000372933739363186,0.000376443374177518,0.000539134196616803,0.000128863220218993,0.000615446845173203,0.000465950128983247,0.000304359407746118,0.00196814013346828,0.00120839648673038,0.000671456863456775,0.000121855930504465,0.00174996954792146,0.00110395341546234,0.00120469901587611,0.00122706848935132,9.3120459423067e-05,9.4884796666504e-05,0.00506498205964311,0.00148078300204011,0.276980894636848,0.000404542271717373
"4",0.000127954171911968,0.00258418164800032,0.000171699441403053,0.000180186964645127,3.68181152534219e-05,0.000196891618502997,0.00035163702233769,0.000151204396595373,0.000374608345981697,0.000119121497168546,0.0748810845732292,2.58591840154506e-05,7.45946335771025e-05,0.000798816209327892,0.000402722941935887,7.55735056998405e-05,0.00052109588618158,0.916573114052454,0.000153610258399267,7.93747706540051e-05,0.000115687001134804,0.000236987024179156,3.97326700841322e-05,0.000101974217812011,0.000246709890424015,0.000643580053006988,2.21710521110518e-05,0.000163728386253344,0.000224459749551958,0.000324820718168243
"5",0.00105043381959079,0.00506634493000083,0.00111426338960874,0.00212948769381422,0.000514486627245026,0.000123239277285758,0.783765611371546,0.000542051137389921,0.000651011165878059,0.000662372345278224,0.182846250549515,0.000234086308206143,0.000276616804150563,8.29566096261231e-05,0.00153442839043351,0.0019148351777373,0.0001650304827561,0.00270108116553729,0.00100590697497629,2.7418576690311e-05,0.00198100686279701,0.00148522199855888,0.000284194879640637,0.00204002770495545,0.000611682170601506,0.00567057596798337,0.000449802903903289,0.000399797089281735,0.000493161332069631,0.00017661629294305
"6",6.15120149174247e-05,0.000656544244286578,0.000136306295196175,8.3965225763466e-05,3.73470418338207e-05,0.000386724828751925,0.00024881651411207,5.81177126784341e-05,0.000373183655960129,0.000202848868563409,0.000774699119072981,1.2418541262143e-05,5.01951290746602e-05,0.000286339709120807,0.000437782977814937,0.000109215139460663,0.00053537974361701,0.993694413258958,8.07385564246223e-05,2.79846194061501e-05,0.000172614634043643,0.000114810097743661,5.43985544811842e-05,5.05837336528791e-05,0.000178812651332856,0.000508601567535928,4.10389455109503e-05,0.000110282577218225,0.000115345168521148,0.000398978873683837
"7",0.000315083167096393,5.07055239239891e-05,0.000635753237034113,0.000158226321947002,0.00028172340734334,0.00022610526466114,2.70202134767715e-05,0.996372187000919,0.000510438497431331,2.87835407936561e-06,0.000146798901971519,8.55181197454058e-05,2.4620302164514e-06,0.000117709755775561,0.000136214578807879,9.18367889964738e-06,5.46844155536161e-05,2.10352400657129e-05,8.61947403334825e-05,1.16197242192059e-05,6.99081514520412e-06,3.82991774590944e-05,0.000212018613091841,0.000237394230755553,7.03527476610344e-06,9.38269100991364e-06,1.43558158441341e-05,0.00018065701673429,1.42874389669927e-05,2.80367527250291e-05
"8",0.00108499009482251,0.0207939337791523,0.00568706482586292,0.00156879717443193,0.000676516003745687,0.00016479959754492,0.0294522521008066,0.000555321943700795,0.000432937836927226,0.0011015298729291,0.591560798537574,0.00100840059267115,0.000641831243691752,0.000631348283070894,0.00289226101001035,0.0021768297293549,0.00137102218127504,0.00443963950777112,0.000737340811126873,0.000473983167449955,0.00203824941750599,0.0955922489255406,0.00163740599703832,0.0016262133016179,0.00128901743568468,0.227665044269365,0.000562717321943877,0.00101968696194291,0.00088806484229264,0.00022975323314846
"9",0.000265095794874702,0.525041206978686,0.00159671185066595,0.00103516627915221,0.000743589776669371,0.000108112979603355,0.11849823285835,0.000328616026604464,0.000294280548002177,0.000872759197160529,0.266481669177495,8.51148691794553e-05,0.000354806963713424,0.000204195425196899,0.00162465731718661,0.000667321581181159,0.000193162788780865,0.00272240069463911,0.00023953849518023,5.24414834938193e-05,0.00189474545481086,0.000797412863808993,0.000743633143765271,0.0008008481716028,0.000969805207300784,0.0723006110196829,0.000193064103277549,0.000538615709281621,0.000214459048900213,0.000137724191753794
"10",0.000649324449266087,0.958798829654242,0.031231616894312,0.000232540276419927,0.0008905827789923,0.000302311728405152,0.000132532919781255,0.00085628946731357,0.000469507747772559,8.96686470960958e-05,0.000735296412201886,3.45408571728467e-05,6.85581287590452e-05,0.000716173659427651,0.000330030521378162,0.000412320115751278,0.000104915270267037,0.000493118703442473,7.5438046636053e-05,6.91401328051166e-06,0.000192046469097068,5.22505602289752e-05,0.000326026822548057,0.000299487729364233,0.000364467755780532,0.00182513747485904,0.000163072896729962,5.6704995372927e-05,3.74801598119234e-06,8.65469881196236e-05
"11",3.98053911335428e-05,0.301038760365463,0.000113322466197576,7.12776580909171e-05,6.21241915443736e-05,0.000418503299354746,0.000263629368210145,8.6099291074808e-05,0.000269856315327417,0.000398983063001166,0.002270259457386,4.89668456809723e-06,6.24995864106288e-05,0.000308796501443424,0.000446405722545868,6.6847575638702e-05,0.000283733743241168,0.691063898652653,2.90539154083369e-05,1.31286378332963e-05,0.000219506326994423,3.6174751533728e-05,0.000147318029769833,6.67719629958146e-05,0.000391450868084217,0.00103294446105773,3.57225174573407e-05,0.000157883057421424,7.82028072536885e-05,0.00052214333090635
"12",0.000430179091234277,0.0032712935331647,0.000439033811922508,0.000440478486238137,0.000116505001923933,0.00147497674687694,0.000759204878593493,0.000398095467871966,0.0022253002085017,0.00121834550285754,0.00235975366801666,0.000108062994444355,0.000184284165472777,0.000729513019460685,0.00232693492445152,0.00071816890271139,0.0020978990979327,0.948707451802631,0.000330783165210624,0.000106865866077755,0.00137609302340557,0.000546893647580289,0.000340599440352149,0.000325570505537481,0.000830213162151861,0.00111608630086325,0.000308805431926449,0.000622567028076141,0.000471466177582965,0.0256185749469293
"13",0.000217231943916674,0.000623778427805358,0.000997878752179,1.84751920475592e-05,9.00897459119831e-05,0.000912403470949425,1.524377942448e-05,0.000302592496288164,0.000600280871819924,5.26875282364903e-05,0.00145812656433401,6.86776511959921e-06,3.26526075408878e-05,0.503916241857738,0.000109451512864575,8.37151081201451e-06,0.000636385178356068,0.487361612882548,0.000254182623889683,0.000193299610858961,0.000407384963914869,3.82319639700532e-05,4.22145072628162e-05,0.000122978126916645,5.20062650705611e-05,0.000911480795202171,4.46498537328755e-06,0.000286310418661065,0.000117323230738972,0.000209750420248315
"14",0.0897229443481315,0.00191686915689215,0.0343675721351176,0.00276033949610591,0.00249188948231091,0.000741149020135616,0.00105552084902177,0.00787164280666588,0.00222544971570921,0.000264506598938851,0.782123511684993,0.00157793935120573,0.000265132141533065,0.0390703097147849,0.00137527717462709,0.00162669247715275,0.000644734730146817,0.00247598570005969,0.0147228012277422,0.000681036269606036,0.00117579922917157,0.00249889286316061,0.000121845416951339,0.00403014287292058,0.000443157793103608,0.00249220460404488,0.000234549373699547,0.000464506799015583,0.00027428531287756,0.000283311654173665
"15",0.000470760042390028,0.000921653541320277,9.22830878670029e-05,0.000560758229758785,0.00129644864811158,0.000380639668798901,0.000527845182213089,2.10382858173599e-05,4.49651099535571e-05,0.986260835633335,0.000121287720573833,5.47156514464645e-05,9.58645671315822e-05,1.48003474593896e-05,0.000396620515720716,0.00283451355757785,0.000419643779883992,0.000528864724778262,0.000202963272190917,2.18526031462611e-05,0.00137400014734891,0.000253247427250314,0.000377384853723618,0.000137522157461289,0.00094270409617554,0.000680969772749627,0.000334226271239766,0.000188002434381619,0.000135740077697759,0.000307848592496412
"16",4.72942845615731e-05,0.000526155659204289,0.000112603940521663,7.74536471857738e-05,3.43613672828076e-05,0.000421592752218667,0.000198766308857645,5.15340741591184e-05,0.000361264449220873,0.000217561625507241,0.000621941327978924,1.13261078526747e-05,4.44947679109234e-05,0.000259741569391354,0.000349825408263919,8.96522181689419e-05,0.000658782494933237,0.994140023075334,7.5894271512195e-05,2.87624305468847e-05,0.000164259515825787,0.000106586057783939,5.57907731246261e-05,4.29633972322085e-05,0.000163689627025184,0.000450771468374069,3.91164676099844e-05,0.000118096584972733,0.00012347999266737,0.000406214334771614
"17",3.15890368143561e-05,0.000428949018486425,8.24151921443158e-05,4.77353476525866e-05,2.17457857595027e-05,0.000230849771129046,0.000131824543281318,3.48856383979025e-05,0.000215245027038804,0.000122836184484868,0.000627592496425466,6.69297885766653e-06,3.08879611212778e-05,0.000233453343659994,0.000239195259868078,5.56765738810326e-05,0.000357899329984653,0.995964442704823,5.10637807284074e-05,1.98961251417492e-05,9.3530704314644e-05,6.58685873672217e-05,3.17194375781235e-05,2.81412059961643e-05,0.000114626834772184,0.00033619309957763,2.0219105622838e-05,6.86568035431726e-05,7.28290748116656e-05,0.000233339046736686
"18",0.00665014030067129,0.000904605618409319,0.00245790483943581,0.00122462253362337,0.0028642122693861,0.88702581292562,0.000857404782897628,0.000532521012429241,0.00364544974183551,0.00407005904349195,0.000198869200555194,0.00151833605254058,0.000233830343431916,0.0024533108243125,0.00089570834342294,0.00250748316361702,0.00107824205503164,0.000453484454764192,0.000750889645583974,0.000849359838366169,0.0576982001577107,0.000563433590226949,0.00287998485384959,0.00152603709357734,0.000635461076116786,0.00472320449175411,0.00386541601663519,0.00045527555127481,0.00439573768741519,0.0020850024920128
"19",0.0156624186124688,0.000752382733053051,0.721829664775349,0.00493320280472835,0.00700424527671887,0.00056975547929224,0.00353009991612195,0.00321518782935138,0.00788436029532794,0.000248850605082715,0.00206069964736298,0.0108494104738008,0.0011149237472576,0.00552889879175917,0.00273117437785477,0.01258957944687,0.000551672582230977,0.000104791832319618,0.00215056336687869,0.000701267996374898,0.00936746090689342,0.00275248156284138,0.00139326325528893,0.0913780854322291,0.0021342520872134,0.0824751477709934,0.00532924520240856,0.000262817311526884,0.000163309380107171,0.00073078650029452
"20",0.00106679767754158,0.0023891611796132,0.00568109443957791,0.147106001490164,0.00230885261911094,0.000426897093933579,0.610475162282193,0.000674996313786484,0.00070689163480052,0.00365421214944657,0.00478182053292249,0.00291254139835819,0.00496535740772005,7.51368807898724e-05,0.00263918535322883,0.014222154858221,0.000779080525352756,0.000423151165073394,0.00101187811828039,0.000650047725337128,0.00406189761447559,0.0120649064476386,0.0394809671613802,0.00775765522090647,0.00335633712302897,0.117665844606457,0.00450794401310037,0.000677429784749512,0.00245923016599047,0.0010173670168215
